where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,addition,adds,add,1,33,93,1.075268817,35.48387097,noun,verb,verb,numbers,0,0,0.026,0,wl15b,3
b,addition,math,mathematics,52,70,93,55.91397849,75.2688172,noun,noun,noun,characteristic,0,0,0.124,0,wl15b,3
b,addition,mathematical,mathematics,13,70,93,13.97849462,75.2688172,noun,adjective,noun,characteristic,0,0,NA,NA,wl15b,3
b,addition,mathematics,mathematics,4,70,93,4.301075269,75.2688172,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,addition,mathmatic,mathematics,1,70,93,1.075268817,75.2688172,noun,noun,noun,numbers,0,0,NA,NA,wl15b,3
b,addition,number,number,4,21,93,4.301075269,22.58064516,noun,noun,noun,0,0,0,NA,NA,wl15b,3
b,addition,numbers,number,17,21,93,18.27956989,22.58064516,noun,noun,noun,numbers,0,0,0.013,0,wl15b,3
b,addition,opposite,opposite,15,15,93,16.12903226,16.12903226,noun,adjective,adjective,0,0,0,NA,NA,wl15b,3
b,addition,plus,plus,15,15,93,16.12903226,16.12903226,noun,other,other,0,0,0,0.078,0,wl15b,3
b,addition,subtract,subtract,2,18,93,2.150537634,19.35483871,noun,verb,verb,0,0,0,NA,NA,wl15b,3
b,addition,subtracting,subtract,1,18,93,1.075268817,19.35483871,noun,verb,verb,present_participle,0,0,NA,NA,wl15b,3
b,addition,subtraction,subtract,15,18,93,16.12903226,19.35483871,noun,noun,verb,actions_process,0,0,0.621,0.507,wl15b,3
b,addition,together,together,21,21,93,22.58064516,22.58064516,noun,other,other,0,0,0,NA,NA,wl15b,3
b,addition,two,two,13,18,93,13.97849462,19.35483871,noun,other,other,0,0,0,NA,NA,wl15b,3
b,adjective,describing,describe,15,23,76,19.73684211,30.26315789,noun,verb,verb,present_participle,0,0,0.051,0,wl17b,3
b,adjective,description,describe,3,23,76,3.947368421,30.26315789,noun,noun,verb,actions_process,0,0,0.051,0,wl17b,3
b,adjective,descriptive,describe,4,23,76,5.263157895,30.26315789,noun,adjective,verb,characteristic,0,0,0.051,0,wl17b,3
b,adjective,descriptor,describe,1,23,76,1.315789474,30.26315789,noun,adjective,verb,characteristic,0,0,0.051,0,wl17b,3
b,adjective,english,english,8,8,76,10.52631579,10.52631579,noun,adjective,adjective,0,0,0,0.043,0,wl17b,3
b,adjective,grammar,grammar,6,7,76,7.894736842,9.210526316,noun,noun,noun,0,0,0,NA,NA,wl17b,3
b,adjective,grammatical,grammar,1,7,76,1.315789474,9.210526316,noun,adjective,noun,characteristic,0,0,NA,NA,wl17b,3
b,adjective,noun,noun,19,22,76,25,28.94736842,noun,noun,noun,0,0,0,0.333,0.038,wl17b,3
b,adjective,nouns,noun,2,22,76,2.631578947,28.94736842,noun,noun,noun,numbers,0,0,0.333,0.038,wl17b,3
b,adjective,pronoun,noun,1,22,76,1.315789474,28.94736842,noun,noun,noun,actions_process,0,0,0.022,0.059,wl17b,3
b,adjective,sentence,sentence,5,9,76,6.578947368,11.84210526,noun,noun,noun,0,0,0,NA,NA,wl17b,3
b,adjective,sentences,sentence,4,9,76,5.263157895,11.84210526,noun,noun,noun,numbers,0,0,NA,NA,wl17b,3
b,adjourn,close,close,4,5,30,13.33333333,16.66666667,verb,adjective,adjective,0,0,0,0.027,0,mturk2,5
b,adjourn,closing,close,1,5,30,3.333333333,16.66666667,verb,verb,adjective,present_participle,0,0,0.027,0,mturk2,5
b,adjourn,court,court,6,6,30,20,20,verb,noun,noun,0,0,0,0.081,0,mturk2,5
b,adjourn,end,end,10,11,30,33.33333333,36.66666667,verb,noun,noun,0,0,0,0.141,0,mturk2,5
b,adjourn,ending,end,1,11,30,3.333333333,36.66666667,verb,noun,noun,present_participle,0,0,0.141,0,mturk2,5
b,adjourn,leave,leave,3,5,30,10,16.66666667,verb,verb,verb,0,0,0,0.201,0,mturk2,5
b,adjourn,leaving,leave,2,5,30,6.666666667,16.66666667,verb,verb,verb,present_participle,0,0,0.201,0,mturk2,5
b,adjourn,meet,meet,1,10,30,3.333333333,33.33333333,verb,verb,verb,0,0,0,NA,NA,mturk2,5
b,adjourn,meeting,meet,9,10,30,30,33.33333333,verb,noun,verb,present_participle,0,0,0.067,0.048,mturk2,5
b,adjourn,off,off,5,5,30,16.66666667,16.66666667,verb,other,other,0,0,0,NA,NA,mturk2,5
b,adjustment,alter,alter,4,10,30,13.33333333,33.33333333,noun,verb,verb,0,0,0,0.041,0,mturk2,5
b,adjustment,alteration,alter,5,10,30,16.66666667,33.33333333,noun,noun,verb,actions_process,0,0,0.041,0,mturk2,5
b,adjustment,altering,alter,1,10,30,3.333333333,33.33333333,noun,verb,verb,present_participle,0,0,0.041,0,mturk2,5
b,adjustment,change,change,14,17,30,46.66666667,56.66666667,noun,noun,noun,0,0,0,0.209,0,mturk2,5
b,adjustment,changes,change,1,17,30,3.333333333,56.66666667,noun,noun,noun,numbers,0,0,0.209,0,mturk2,5
b,adjustment,changing,change,2,17,30,6.666666667,56.66666667,noun,verb,noun,present_participle,0,0,0.209,0,mturk2,5
b,adjustment,fit,fit,6,6,30,20,20,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,adjustment,fix,fix,8,10,30,26.66666667,33.33333333,noun,verb,verb,0,0,0,0.196,0,mturk2,5
b,adjustment,fixing,fix,2,10,30,6.666666667,33.33333333,noun,verb,verb,present_participle,0,0,0.196,0,mturk2,5
b,adjustment,move,move,4,6,30,13.33333333,20,noun,verb,verb,0,0,0,0.061,0,mturk2,5
b,adjustment,movement,move,2,6,30,6.666666667,20,noun,noun,verb,actions_process,0,0,0.061,0,mturk2,5
b,admission,admit,admit,3,6,30,10,20,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,admission,admits,admit,1,6,30,3.333333333,20,noun,verb,verb,numbers,0,0,NA,NA,mturk2,5
b,admission,admittance,admit,2,6,30,6.666666667,20,noun,noun,verb,characteristic,0,0,NA,NA,mturk2,5
b,admission,allow,allow,3,10,30,10,33.33333333,noun,verb,verb,0,0,0,0.02,0,mturk2,5
b,admission,allowance,allow,2,10,30,6.666666667,33.33333333,noun,noun,verb,characteristic,0,0,0.02,0,mturk2,5
b,admission,allowed,allow,4,10,30,13.33333333,33.33333333,noun,verb,verb,past_tense,0,0,0.02,0,mturk2,5
b,admission,allowing,allow,1,10,30,3.333333333,33.33333333,noun,verb,verb,present_participle,0,0,0.02,0,mturk2,5
b,admission,enter,enter,2,11,30,6.666666667,36.66666667,noun,verb,verb,0,0,0,0.19,0,mturk2,5
b,admission,entrance,enter,4,11,30,13.33333333,36.66666667,noun,noun,verb,characteristic,0,0,0.19,0,mturk2,5
b,admission,entry,enter,5,11,30,16.66666667,36.66666667,noun,noun,verb,characteristic,0,0,0.19,0,mturk2,5
b,admission,event,event,4,5,30,13.33333333,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,admission,events,event,1,5,30,3.333333333,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,admission,ticket,ticket,6,6,30,20,20,noun,noun,noun,0,0,0,0.245,0.048,mturk2,5
v,admit,accept,accept,4,4,20,20,20,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,acknowledge,acknowledge,2,2,20,10,10,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,action,act,4,4,20,20,20,verb,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,admit,agree,agree,2,2,20,10,10,verb,verb,verb,0,0,0,0.021,0,NA,NA
v,admit,allow,allow,2,2,20,10,10,verb,verb,verb,0,0,0,0.034,0,NA,NA
v,admit,between,between,1,1,20,5,5,verb,other,other,0,0,0,NA,NA,NA,NA
v,admit,communicate,communicate,2,2,20,10,10,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,destroy,destroy,1,1,20,5,5,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,enter,enter,2,2,20,10,10,verb,verb,verb,0,0,0,0.028,0,NA,NA
v,admit,express,express,1,1,20,5,5,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,humans,human,4,4,20,20,20,verb,noun,adjective,numbers,0,0,NA,NA,NA,NA
v,admit,say,say,6,6,20,30,30,verb,verb,verb,0,0,0,0.028,0,NA,NA
v,admit,secret,secret,2,2,20,10,10,verb,adjective,adjective,0,0,0,NA,NA,NA,NA
v,admit,sign,sign,1,1,20,5,5,verb,noun,noun,0,0,0,NA,NA,NA,NA
v,admit,speak,speak,3,3,20,15,15,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,talk,talk,2,2,20,10,10,verb,verb,verb,0,0,0,NA,NA,NA,NA
v,admit,tell,tell,4,4,20,20,20,verb,verb,verb,0,0,0,0.09,0,NA,NA
v,admit,two,two,1,1,20,5,5,verb,other,other,0,0,0,NA,NA,NA,NA
v,admit,unpleasant,please,1,1,20,5,5,verb,adjective,verb,not,characteristic,0,NA,NA,NA,NA
v,admit,verb,verb,1,1,20,5,5,verb,noun,noun,0,0,0,NA,NA,NA,NA
v,admit,write,write,2,2,20,10,10,verb,verb,verb,0,0,0,NA,NA,NA,NA
b,adolescence,child,child,12,25,68,17.64705882,36.76470588,noun,noun,noun,0,0,0,NA,NA,wl6,1
b,adolescence,childhood,child,5,25,68,7.352941176,36.76470588,noun,noun,noun,characteristic,0,0,NA,NA,wl6,1
b,adolescence,childish,child,3,25,68,4.411764706,36.76470588,noun,adjective,noun,characteristic,0,0,NA,NA,wl6,1
b,adolescence,children,child,5,25,68,7.352941176,36.76470588,noun,noun,noun,numbers,0,0,NA,NA,wl6,1
b,adolescence,puberty,puberty,15,15,68,22.05882353,22.05882353,noun,noun,noun,0,0,0,NA,NA,wl6,1
b,adolescence,school,school,10,10,68,14.70588235,14.70588235,noun,noun,noun,0,0,0,NA,NA,wl6,1
b,adolescence,teenage,teenage,7,26,68,10.29411765,38.23529412,noun,adjective,adjective,0,0,0,NA,NA,wl6,1
b,adolescence,teenager,teenage,10,26,68,14.70588235,38.23529412,noun,noun,adjective,person_object,0,0,NA,NA,wl6,1
b,adolescence,teenagers,teenage,9,26,68,13.23529412,38.23529412,noun,noun,adjective,person_object,numbers,0,NA,NA,wl6,1
b,adolescence,young,young,22,31,68,32.35294118,45.58823529,noun,adjective,adjective,0,0,0,NA,NA,wl6,1
b,adolescence,younger,young,1,31,68,1.470588235,45.58823529,noun,adjective,adjective,magnitude,0,0,NA,NA,wl6,1
b,adolescence,youth,young,8,31,68,11.76470588,45.58823529,noun,noun,adjective,person_object,0,0,NA,NA,wl6,1
b,adolescent,adult,adult,10,18,76,13.15789474,23.68421053,adjective,noun,noun,0,0,0,0.076,0,wl17b,3
b,adolescent,adulthood,adult,7,18,76,9.210526316,23.68421053,adjective,noun,noun,characteristic,0,0,0.076,0,wl17b,3
b,adolescent,adults,adult,1,18,76,1.315789474,23.68421053,adjective,noun,noun,numbers,0,0,0.076,0,wl17b,3
b,adolescent,child,child,11,16,76,14.47368421,21.05263158,adjective,noun,noun,0,0,0,0.262,0,wl17b,3
b,adolescent,childhood,child,4,16,76,5.263157895,21.05263158,adjective,noun,noun,characteristic,0,0,0.262,0,wl17b,3
b,adolescent,childlike,child,1,16,76,1.315789474,21.05263158,adjective,adjective,noun,characteristic,0,0,0.262,0,wl17b,3
b,adolescent,growing,grow,14,17,76,18.42105263,22.36842105,adjective,verb,verb,present_participle,0,0,NA,NA,wl17b,3
b,adolescent,grown,grow,1,17,76,1.315789474,22.36842105,adjective,verb,verb,past_tense,0,0,NA,NA,wl17b,3
b,adolescent,grows,grow,1,17,76,1.315789474,22.36842105,adjective,verb,verb,third_person,0,0,NA,NA,wl17b,3
b,adolescent,growth,grow,1,17,76,1.315789474,22.36842105,adjective,noun,verb,person_object,0,0,NA,NA,wl17b,3
b,adolescent,immature,mature,9,16,76,11.84210526,21.05263158,adjective,adjective,adjective,not,0,0,NA,NA,wl17b,3
b,adolescent,maturation,mature,2,16,76,2.631578947,21.05263158,adjective,noun,adjective,actions_process,0,0,NA,NA,wl17b,3
b,adolescent,mature,mature,2,16,76,2.631578947,21.05263158,adjective,adjective,adjective,0,0,0,NA,NA,wl17b,3
b,adolescent,maturing,mature,2,16,76,2.631578947,21.05263158,adjective,verb,adjective,present_participle,0,0,NA,NA,wl17b,3
b,adolescent,premature,mature,1,16,76,1.315789474,21.05263158,adjective,adjective,adjective,time,0,0,NA,NA,wl17b,3
b,adolescent,puberty,puberty,13,13,76,17.10526316,17.10526316,adjective,noun,noun,0,0,0,0.041,0.138,wl17b,3
b,adolescent,teenage,teenage,1,17,76,1.315789474,22.36842105,adjective,adjective,adjective,0,0,0,NA,NA,wl17b,3
b,adolescent,teenaged,teenage,1,17,76,1.315789474,22.36842105,adjective,adjective,adjective,past_tense,0,0,NA,NA,wl17b,3
b,adolescent,teenager,teenage,14,17,76,18.42105263,22.36842105,adjective,noun,adjective,person_object,0,0,0.262,0.072,wl17b,3
b,adolescent,teenagers,teenage,1,17,76,1.315789474,22.36842105,adjective,noun,adjective,person_object,numbers,0,NA,NA,wl17b,3
b,adolescent,young,young,33,40,76,43.42105263,52.63157895,adjective,adjective,adjective,0,0,0,0.131,0,wl17b,3
b,adolescent,younger,young,3,40,76,3.947368421,52.63157895,adjective,adjective,adjective,magnitude,0,0,0.131,0,wl17b,3
b,adolescent,youth,young,4,40,76,5.263157895,52.63157895,adjective,noun,adjective,person_object,0,0,0.062,0.016,wl17b,3
b,adorable,attractive,attract,6,7,58,10.34482759,12.06896552,adjective,adjective,verb,characteristic,0,0,NA,NA,wl1,1
b,adorable,babies,baby,3,7,58,5.172413793,12.06896552,adjective,noun,noun,numbers,0,0,0.061,0,wl1,1
b,adorable,baby,baby,4,7,58,6.896551724,12.06896552,adjective,noun,noun,0,0,0,0.061,0,wl1,1
b,adorable,cute,cute,36,36,58,62.06896552,62.06896552,adjective,adjective,adjective,0,0,0,0.689,0.064,wl1,1
b,adorable,lovable,love,7,12,58,12.06896552,20.68965517,adjective,adjective,noun,actions_process,0,0,0.02,NA,wl1,1
b,adorable,love,love,3,12,58,5.172413793,20.68965517,adjective,noun,noun,0,0,0,NA,NA,wl1,1
b,adorable,loveable,love,1,12,58,1.724137931,20.68965517,adjective,adjective,noun,characteristic,0,0,NA,NA,wl1,1
b,adorable,loved,love,1,12,58,1.724137931,20.68965517,adjective,verb,noun,past_tense,0,0,NA,NA,wl1,1
b,adorable,loving,love,1,12,58,1.724137931,20.68965517,adjective,adjective,noun,present_participle,0,0,NA,NA,wl1,1
b,adorable,sweet,sweet,8,8,58,13.79310345,13.79310345,adjective,adjective,adjective,0,0,0,NA,NA,wl1,1
b,adorable,unattractive,attract,1,7,58,1.724137931,12.06896552,adjective,adjective,verb,not,characteristic,0,NA,NA,wl1,1
b,adults,grow,grow,1,25,59,1.694915254,42.37288136,noun,verb,verb,0,0,0,NA,NA,wl2,1
b,adults,grown,grow,24,25,59,40.6779661,42.37288136,noun,verb,verb,past_tense,0,0,NA,NA,wl2,1
b,adults,immature,mature,1,18,59,1.694915254,30.50847458,noun,adjective,adjective,not,0,0,0.034,0,wl2,1
b,adults,mature,mature,16,18,59,27.11864407,30.50847458,noun,adjective,adjective,0,0,0,0.034,0,wl2,1
b,adults,maturity,mature,1,18,59,1.694915254,30.50847458,noun,noun,adjective,characteristic,0,0,0.034,0,wl2,1
b,adults,old,old,12,24,59,20.33898305,40.6779661,noun,adjective,adjective,0,0,0,0.041,0,wl2,1
b,adults,older,old,12,24,59,20.33898305,40.6779661,noun,adjective,adjective,person_object,0,0,0.014,0,wl2,1
b,adults,parents,parent,11,11,59,18.6440678,18.6440678,noun,noun,noun,numbers,0,0,0.13,0.041,wl2,1
b,adults,people,person,10,12,59,16.94915254,20.33898305,noun,noun,noun,numbers,0,0,0.062,0,wl2,1
b,adults,person,person,2,12,59,3.389830508,20.33898305,noun,noun,noun,0,0,0,NA,NA,wl2,1
b,adults,responsibilities,response,1,11,59,1.694915254,18.6440678,noun,noun,noun,actions_process,characteristic,numbers,NA,NA,wl2,1
b,adults,responsibility,response,3,11,59,5.084745763,18.6440678,noun,noun,noun,actions_process,characteristic,0,NA,NA,wl2,1
b,adults,responsible,response,7,11,59,11.86440678,18.6440678,noun,adjective,noun,actions_process,0,0,NA,NA,wl2,1
b,advance,ahead,ahead,8,8,30,26.66666667,26.66666667,noun,other,other,0,0,0,0.074,0,mturk2,5
b,advance,before,before,5,5,30,16.66666667,16.66666667,noun,other,other,0,0,0,NA,NA,mturk2,5
b,advance,forward,forward,17,17,30,56.66666667,56.66666667,noun,adjective,adjective,0,0,0,0.23,0,mturk2,5
b,advance,move,move,17,20,30,56.66666667,66.66666667,noun,verb,verb,0,0,0,0.128,0,mturk2,5
b,advance,movement,move,1,20,30,3.333333333,66.66666667,noun,noun,verb,actions_process,0,0,0.128,0,mturk2,5
b,advance,moving,move,2,20,30,6.666666667,66.66666667,noun,verb,verb,present_participle,0,0,0.128,0,mturk2,5
b,advance,progress,progress,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,0.014,NA,mturk2,5
b,adventure,excitement,excite,3,25,93,3.225806452,26.88172043,noun,noun,verb,actions_process,0,0,0.078,0,wl15b,3
b,adventure,exciting,excite,22,25,93,23.65591398,26.88172043,noun,adjective,verb,present_participle,0,0,0.019,0,wl15b,3
b,adventure,exploration,explore,4,15,93,4.301075269,16.12903226,noun,noun,verb,actions_process,0,0,NA,NA,wl15b,3
b,adventure,explore,explore,5,15,93,5.376344086,16.12903226,noun,verb,verb,0,0,0,NA,NA,wl15b,3
b,adventure,explorer,explore,1,15,93,1.075268817,16.12903226,noun,noun,verb,person_object,0,0,NA,NA,wl15b,3
b,adventure,exploring,explore,4,15,93,4.301075269,16.12903226,noun,verb,verb,present_participle,0,0,NA,NA,wl15b,3
b,adventure,fun,fun,26,26,93,27.95698925,27.95698925,noun,noun,noun,0,0,0,0.123,0,wl15b,3
b,adventure,new,new,16,16,93,17.20430108,17.20430108,noun,adjective,adjective,0,0,0,NA,NA,wl15b,3
b,adventure,trip,trip,15,16,93,16.12903226,17.20430108,noun,noun,noun,0,0,0,0.052,0,wl15b,3
b,adventure,trippin,trip,1,16,93,1.075268817,17.20430108,noun,verb,noun,present_participle,0,0,0.052,0,wl15b,3
b,adventure,unexplored,explore,1,15,93,1.075268817,16.12903226,noun,adjective,verb,not,characteristic,0,NA,NA,wl15b,3
b,adventurous,dare,dare,2,12,59,3.389830508,20.33898305,adjective,verb,verb,0,0,0,NA,NA,wl2,1
b,adventurous,daring,dare,10,12,59,16.94915254,20.33898305,adjective,adjective,verb,present_participle,0,0,0.105,0.096,wl2,1
b,adventurous,excitement,excite,2,10,59,3.389830508,16.94915254,adjective,noun,verb,actions_process,0,0,NA,NA,wl2,1
b,adventurous,exciting,excite,8,10,59,13.55932203,16.94915254,adjective,adjective,verb,present_participle,0,0,0.028,0,wl2,1
b,adventurous,exploration,explore,1,10,59,1.694915254,16.94915254,adjective,noun,verb,actions_process,0,0,0.014,NA,wl2,1
b,adventurous,exploratory,explore,1,10,59,1.694915254,16.94915254,adjective,adjective,verb,characteristic,0,0,0.014,NA,wl2,1
b,adventurous,explore,explore,3,10,59,5.084745763,16.94915254,adjective,verb,verb,0,0,0,0.014,NA,wl2,1
b,adventurous,explorer,explore,2,10,59,3.389830508,16.94915254,adjective,noun,verb,person_object,0,0,0.014,0,wl2,1
b,adventurous,explorers,explore,1,10,59,1.694915254,16.94915254,adjective,noun,verb,person_object,numbers,0,0.014,NA,wl2,1
b,adventurous,exploring,explore,2,10,59,3.389830508,16.94915254,adjective,verb,verb,present_participle,0,0,0.014,NA,wl2,1
b,adventurous,fun,fun,15,15,59,25.42372881,25.42372881,adjective,noun,noun,0,0,0,0.077,0,wl2,1
b,adventurous,outgoing,outgo,13,13,59,22.03389831,22.03389831,adjective,adjective,verb,present_participle,0,0,0.035,0,wl2,1
b,adventurous,risk,risk,6,15,59,10.16949153,25.42372881,adjective,noun,noun,0,0,0,0.028,0,wl2,1
b,adventurous,risks,risk,2,15,59,3.389830508,25.42372881,adjective,noun,noun,numbers,0,0,0.028,0,wl2,1
b,adventurous,risky,risk,7,15,59,11.86440678,25.42372881,adjective,adjective,noun,characteristic,0,0,0.028,0,wl2,1
b,adverb,action,act,5,7,30,16.66666667,23.33333333,noun,noun,noun,actions_process,0,0,NA,NA,mturk2,5
b,adverb,actively,act,1,7,30,3.333333333,23.33333333,noun,other,noun,characteristic,characteristic,0,NA,NA,mturk2,5
b,adverb,acts,act,1,7,30,3.333333333,23.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,adverb,describing,describe,1,5,30,3.333333333,16.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,adverb,description,describe,2,5,30,6.666666667,16.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,adverb,descriptive,describe,2,5,30,6.666666667,16.66666667,noun,adjective,verb,characteristic,0,0,NA,NA,mturk2,5
b,adverb,ends,end,6,6,30,20,20,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,adverb,grammar,grammar,6,7,30,20,23.33333333,noun,noun,noun,0,0,0,0.014,0,mturk2,5
b,adverb,grammatical,grammar,1,7,30,3.333333333,23.33333333,noun,adjective,noun,characteristic,0,0,0.014,0,mturk2,5
b,adverb,ly,ly,6,6,30,20,20,noun,other,other,0,0,0,NA,NA,mturk2,5
b,adverb,modifier,modify,2,5,30,6.666666667,16.66666667,noun,noun,verb,present_participle,0,0,0.014,NA,mturk2,5
b,adverb,modifies,modify,3,5,30,10,16.66666667,noun,verb,verb,third_person,0,0,0.014,NA,mturk2,5
b,adverb,part,part,6,7,30,20,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,adverb,parts,part,1,7,30,3.333333333,23.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,adverb,speech,speech,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,adverb,verb,verb,14,15,30,46.66666667,50,noun,noun,noun,0,0,0,0.158,0.027,mturk2,5
b,adverb,verbs,verb,1,15,30,3.333333333,50,noun,noun,noun,numbers,0,0,0.158,0.027,mturk2,5
b,adversary,against,against,4,4,30,13.33333333,13.33333333,noun,other,other,0,0,0,0.013,0,mturk2,5
b,adversary,enemy,enemy,17,17,30,56.66666667,56.66666667,noun,noun,noun,0,0,0,0.197,0.01,mturk2,5
b,adversary,foe,foe,10,10,30,33.33333333,33.33333333,noun,noun,noun,0,0,0,0.053,0.021,mturk2,5
b,adversary,opponent,opponent,12,12,30,40,40,noun,noun,noun,0,0,0,0.132,0.027,mturk2,5
b,adversary,rival,rival,8,8,30,26.66666667,26.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,advertisement,commercial,commercial,5,7,30,16.66666667,23.33333333,noun,adjective,adjective,0,0,0,0.125,0.204,mturk2,5
b,advertisement,commercials,commercial,2,7,30,6.666666667,23.33333333,noun,noun,adjective,numbers,0,0,0.125,0.204,mturk2,5
b,advertisement,product,produce,9,11,30,30,36.66666667,noun,noun,verb,person_object,0,0,0.046,0,mturk2,5
b,advertisement,products,produce,2,11,30,6.666666667,36.66666667,noun,noun,verb,person_object,numbers,0,NA,NA,mturk2,5
b,advertisement,promotes,promote,1,5,30,3.333333333,16.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,advertisement,promoting,promote,2,5,30,6.666666667,16.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,advertisement,promotion,promote,2,5,30,6.666666667,16.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,advertisement,public,public,3,6,30,10,20,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,advertisement,publication,public,1,6,30,3.333333333,20,noun,noun,adjective,actions_process,0,0,NA,NA,mturk2,5
b,advertisement,publicity,public,1,6,30,3.333333333,20,noun,noun,adjective,characteristic,0,0,NA,NA,mturk2,5
b,advertisement,publicizing,public,1,6,30,3.333333333,20,noun,verb,adjective,actions_process,present_participle,0,NA,NA,mturk2,5
b,advertisement,sell,sell,2,6,30,6.666666667,20,noun,verb,verb,0,0,0,0.039,0,mturk2,5
b,advertisement,selling,sell,3,6,30,10,20,noun,verb,verb,present_participle,0,0,0.039,0,mturk2,5
b,advertisement,sells,sell,1,6,30,3.333333333,20,noun,verb,verb,third_person,0,0,0.039,0,mturk2,5
b,advice,act,act,2,14,60,3.333333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,advice,action,act,11,14,60,18.33333333,23.33333333,noun,noun,noun,actions_process,0,0,NA,NA,mturk,4
b,advice,counsel,counsel,10,11,60,16.66666667,18.33333333,noun,noun,noun,0,0,0,0.077,0.027,mturk,4
b,advice,counseling,counsel,1,11,60,1.666666667,18.33333333,noun,noun,noun,present_participle,0,0,0.077,0.027,mturk,4
b,advice,give,give,5,12,60,8.333333333,20,noun,verb,verb,0,0,0,0.041,0,mturk,4
b,advice,given,give,4,12,60,6.666666667,20,noun,verb,verb,past_tense,0,0,0.041,0,mturk,4
b,advice,gives,give,1,12,60,1.666666667,20,noun,verb,verb,third_person,0,0,0.041,0,mturk,4
b,advice,giving,give,2,12,60,3.333333333,20,noun,verb,verb,present_participle,0,0,0.041,0,mturk,4
b,advice,guidance,guide,7,19,60,11.66666667,31.66666667,noun,noun,noun,characteristic,0,0,NA,NA,mturk,4
b,advice,guide,guide,11,19,60,18.33333333,31.66666667,noun,noun,noun,0,0,0,NA,NA,mturk,4
b,advice,guiding,guide,1,19,60,1.666666667,31.66666667,noun,verb,noun,present_participle,0,0,NA,NA,mturk,4
b,advice,information,inform,8,10,60,13.33333333,16.66666667,noun,noun,verb,actions_process,0,0,NA,NA,mturk,4
b,advice,informs,inform,2,10,60,3.333333333,16.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk,4
b,advice,offer,offer,1,11,60,1.666666667,18.33333333,noun,verb,verb,0,0,0,NA,NA,mturk,4
b,advice,offered,offer,10,11,60,16.66666667,18.33333333,noun,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,advice,opinion,opinion,27,27,60,45,45,noun,noun,noun,0,0,0,0.041,0.02,mturk,4
b,advice,react,act,1,14,60,1.666666667,23.33333333,noun,verb,noun,time,0,0,NA,NA,mturk,4
b,advice,recommend,recommend,1,23,60,1.666666667,38.33333333,noun,verb,verb,0,0,0,NA,NA,mturk,4
b,advice,recommendation,recommend,19,23,60,31.66666667,38.33333333,noun,noun,verb,actions_process,0,0,NA,NA,mturk,4
b,advice,recommendations,recommend,1,23,60,1.666666667,38.33333333,noun,noun,verb,actions_process,numbers,0,NA,NA,mturk,4
b,advice,recommended,recommend,2,23,60,3.333333333,38.33333333,noun,verb,verb,past_tense,0,0,NA,NA,mturk,4
b,advice,suggest,suggest,1,16,60,1.666666667,26.66666667,noun,verb,verb,0,0,0,NA,NA,mturk,4
b,advice,suggestion,suggest,13,16,60,21.66666667,26.66666667,noun,noun,verb,actions_process,0,0,0.031,0.095,mturk,4
b,advice,suggestions,suggest,2,16,60,3.333333333,26.66666667,noun,noun,verb,actions_process,numbers,0,NA,NA,mturk,4
v,advise,action,act,5,5,20,25,25,verb,noun,noun,actions_process,0,0,NA,NA,NA,NA
v,advise,advice,advice,6,6,20,30,30,verb,noun,noun,0,0,0,0.02,0,NA,NA
v,advise,authority,authority,3,3,20,15,15,verb,noun,noun,0,0,0,NA,NA,NA,NA
v,advise,communicate,communicate,3,3,20,15,15,verb,verb,verb,0,0,0,NA,NA,NA,NA
